id,category,feature,airtable,notion,clickup,baserow,nocodb,paperos_issue,paperos_status,tier,notes,source
FML-001,formulas,Formula field with a typed expression language,yes,yes,yes,yes,yes,PAP-171,planned,P1,See formula-functions CSV for the inventory. Umbrella owns the feature; children own the slices.,https://support.airtable.com/docs/formula-field-reference (accessed 2026-09-19)
FML-002,formulas,Static type checking before save,no,yes,no,yes,partial,PAP-382,planned,P1,Baserow rejects invalid formulas at save.,https://baserow.io/user-docs (accessed 2026-09-19)
FML-003,formulas,Editor with autocomplete and inline docs,yes,yes,partial,yes,yes,PAP-383,planned,P1,Notion's editor shows a reference panel.,https://www.notion.com/help/formula-syntax (accessed 2026-09-19)
FML-004,formulas,Reference another field by name,yes,yes,yes,yes,yes,PAP-382,planned,P1,Name or id binding.,https://support.airtable.com/docs/formula-field-reference (accessed 2026-09-19)
FML-005,formulas,Reference a rollup or lookup inside a formula,yes,yes,no,yes,yes,PAP-383,planned,P1,Dependency graph must order them.,https://baserow.io/user-docs (accessed 2026-09-19)
FML-006,formulas,Ternary and boolean operators,yes,yes,yes,yes,yes,PAP-382,planned,P1,Notion documents ?: and && || !.,https://www.notion.com/help/formula-syntax (accessed 2026-09-19)
FML-007,formulas,List / array functions over linked records,partial,yes,no,yes,partial,PAP-383,planned,P1,Notion map/filter/some/every.,https://www.notion.com/help/formula-syntax (accessed 2026-09-19)
FML-008,formulas,Let bindings / local variables,no,yes,no,no,no,PAP-382,planned,P1,Notion let and lets.,https://www.notion.com/help/formula-syntax (accessed 2026-09-19)
FML-009,formulas,Server-side evaluation compiled to SQL,no,no,no,yes,yes,PAP-384,planned,P1,Baserow and NocoDB push formulas into the database.,https://baserow.io/user-docs (accessed 2026-09-19)
FML-010,formulas,Cache plus background recompute for unsupported functions,no,no,no,partial,no,PAP-384,planned,P1,formula_cache fallback job.,https://baserow.io/user-docs (accessed 2026-09-19)
FML-011,formulas,Formula snapshot survives an engine upgrade,no,no,no,no,no,PAP-993,planned,P1,PaperOS persists the snapshot with an upgrade hook.,https://baserow.io/user-docs (accessed 2026-09-19)
LKP-001,lookups-rollups,Link records across tables,yes,yes,yes,yes,yes,PAP-340,planned,P1,Baserow LinkRowField.,https://gitlab.com/baserow/baserow/-/raw/develop/backend/src/baserow/contrib/database/fields/models.py (accessed 2026-09-19)
LKP-002,lookups-rollups,Two-way (symmetric) relation,yes,yes,yes,yes,yes,PAP-340,planned,P1,Reverse field created automatically.,https://baserow.io/user-docs (accessed 2026-09-19)
LKP-003,lookups-rollups,Create a linked record from the picker,yes,yes,yes,yes,yes,PAP-340,planned,P1,Round-4 amendment: allowCreate.,https://baserow.io/user-docs (accessed 2026-09-19)
LKP-004,lookups-rollups,Filter which records the picker offers,yes,yes,yes,partial,partial,PAP-340,planned,P1,Scoped picker using a FilterTree.,https://baserow.io/user-docs (accessed 2026-09-19)
LKP-005,lookups-rollups,Lookup of a field on the linked record,yes,yes,no,yes,yes,PAP-340,planned,P1,Baserow LookupField.,https://gitlab.com/baserow/baserow/-/raw/develop/backend/src/baserow/contrib/database/fields/models.py (accessed 2026-09-19)
LKP-006,lookups-rollups,Rollup with an aggregate function,yes,yes,no,yes,yes,PAP-340,planned,P1,Baserow RollupField.,https://gitlab.com/baserow/baserow/-/raw/develop/backend/src/baserow/contrib/database/fields/models.py (accessed 2026-09-19)
LKP-007,lookups-rollups,Conditional rollup (filter linked records first),yes,no,no,partial,no,PAP-340,planned,P1,Airtable conditional rollups; round-4 amendment adds filter.,https://baserow.io/user-docs (accessed 2026-09-19)
LKP-008,lookups-rollups,Count field over a relation,yes,partial,no,yes,yes,PAP-340,planned,P1,Baserow CountField.,https://gitlab.com/baserow/baserow/-/raw/develop/backend/src/baserow/contrib/database/fields/models.py (accessed 2026-09-19)
LKP-009,lookups-rollups,Self-referencing relation (parent / child),yes,yes,yes,yes,yes,PAP-633,planned,P2,Drives the deferred tree grid.,https://baserow.io/user-docs (accessed 2026-09-19)
LKP-010,lookups-rollups,Rollup along a hierarchy,no,partial,yes,no,no,PAP-633,planned,P2,Deferred with the tree grid.,https://clickup.com/features/views (accessed 2026-09-19)
SHR-001,sharing,Save a view configuration for everyone,yes,yes,yes,yes,yes,PAP-172,planned,P1,"Collaborative views in Airtable, Baserow and NocoDB. Umbrella owns the feature; children own the slices.",https://support.airtable.com/docs/getting-started-with-airtable-views (accessed 2026-09-19)
SHR-002,sharing,Personal view only its owner can change,paid,yes,yes,yes,yes,PAP-623,planned,P1,Airtable personal views need a paid plan; Baserow personal views doc.,https://support.airtable.com/docs/getting-started-with-airtable-views (accessed 2026-09-19)
SHR-003,sharing,Lock a view against configuration changes,paid,no,yes,yes,yes,PAP-623,planned,P1,Airtable locked views are paid; NocoDB locked views.,https://support.airtable.com/docs/getting-started-with-airtable-views (accessed 2026-09-19)
SHR-004,sharing,Favourite / pin a view,paid,yes,yes,yes,yes,PAP-623,planned,P1,Airtable favourites need a paid plan.,https://support.airtable.com/docs/getting-started-with-airtable-views (accessed 2026-09-19)
SHR-005,sharing,Organise views into sections or folders,paid,no,yes,no,yes,PAP-623,planned,P1,Airtable view sections (paid); NocoDB view folders.,https://nocodb.com/docs/product-docs/views/views-overview (accessed 2026-09-19)
SHR-006,sharing,Per-audience default view,no,no,partial,no,no,PAP-623,planned,P1,PaperOS picks a default per audience.,https://www.notion.com/help/views-filters-and-sorts (accessed 2026-09-19)
SHR-007,sharing,Public read-only link to a view,yes,yes,yes,yes,yes,PAP-624,planned,P1,Baserow share view publicly.,https://baserow.io/user-docs (accessed 2026-09-19)
SHR-008,sharing,Password-protected public link,paid,paid,paid,yes,yes,PAP-624,planned,P1,Baserow and NocoDB support a password on shared views.,https://baserow.io/user-docs (accessed 2026-09-19)
SHR-009,sharing,Expiring public link,paid,no,paid,partial,partial,PAP-624,planned,P1,PaperOS sets expiry on the share token.,https://baserow.io/user-docs (accessed 2026-09-19)
SHR-010,sharing,Embed a view in another site,yes,yes,yes,yes,yes,PAP-624,planned,P1,iframe embed route.,https://baserow.io/user-docs (accessed 2026-09-19)
SHR-011,sharing,Hide specific fields from a shared view,yes,yes,yes,yes,yes,PAP-624,planned,P1,allowed_fields projection server-side.,https://baserow.io/user-docs (accessed 2026-09-19)
SHR-012,sharing,Allow edits through a public link,no,no,no,partial,yes,PAP-624,planned,P1,NocoDB editable shared views; PaperOS keeps this behind a flag.,https://nocodb.com/docs/product-docs/views/views-overview (accessed 2026-09-19)
PRM-001,permissions,Per-table permissions,paid,no,yes,paid,yes,PAP-638,planned,P2,Baserow enterprise role-based permissions.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-002,permissions,Per-view permissions,paid,no,yes,paid,partial,PAP-623,planned,P0,canEditView on the ViewSpec.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-003,permissions,Per-field permissions,paid,no,partial,paid,no,PAP-638,planned,P2,Deferred to v0.2 in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-004,permissions,Per-record (row) permissions,paid,no,yes,paid,no,PAP-34,planned,P0,PaperOS uses RLS from day one.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-005,permissions,Row-level security enforced in the database,no,no,no,no,partial,PAP-34,planned,P0,Tenant isolation harness in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-006,permissions,Audience-based visibility rules,no,no,partial,no,no,PAP-55,planned,P0,PaperOS audience model drives defaults and shares.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-007,permissions,Audit log of who changed what,paid,paid,paid,paid,partial,PAP-38,planned,P0,Baserow audit logs are enterprise.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-008,permissions,Reason recorded with a privileged change,no,no,no,no,no,PAP-613,planned,P0,PaperOS requires an audit reason on records.* writes.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-009,permissions,"View permissions can only narrow, never widen",no,no,no,no,no,PAP-161,planned,P0,Stated invariant in the view model.,https://baserow.io/user-docs (accessed 2026-09-19)
PRM-010,permissions,Resource grants shared with identity,no,no,no,no,no,PAP-994,planned,P0,View sharing consumes the identity module's grants.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-001,import-export,Import CSV into a new table,yes,yes,yes,yes,yes,PAP-200,planned,P1,Column mapping on import.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-002,import-export,"Import from another vendor (Airtable, Notion)",yes,yes,yes,yes,yes,PAP-199,planned,P1,Migration connectors.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-003,import-export,Scheduled re-sync of an external source,paid,yes,yes,no,yes,PAP-417,planned,P1,Airtable Sync; suggested to the migration project.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-004,import-export,Export the current view as CSV,yes,yes,yes,yes,yes,PAP-625,planned,P1,Baserow export a view.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-005,import-export,Export as XLSX,paid,no,yes,paid,yes,PAP-625,planned,P1,Baserow premium export formats.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-006,import-export,Export as JSON,no,no,no,paid,yes,PAP-625,planned,P1,NocoDB and Baserow premium.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-007,import-export,"Export honours filters, sorts and hidden fields",yes,yes,yes,yes,yes,PAP-625,planned,P1,Export runs the same compiled query.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-008,import-export,Streamed export as a background job,no,no,partial,partial,partial,PAP-625,planned,P1,Large exports run as jobs with a download link.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-009,import-export,Whole-workspace archive / backup,paid,yes,paid,yes,yes,PAP-205,planned,P1,Baserow database snapshots.,https://baserow.io/user-docs (accessed 2026-09-19)
IMX-010,import-export,Printable view route,yes,yes,yes,partial,partial,PAP-625,planned,P1,/print/v/:id in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
API-001,api-surfaces,REST API for records,yes,yes,yes,yes,yes,PAP-269,planned,P1,All five publish one.,https://baserow.io/user-docs (accessed 2026-09-19)
API-002,api-surfaces,Query a view through the API (filters applied),yes,yes,yes,yes,yes,PAP-337,planned,P1,views.query procedure.,https://baserow.io/user-docs (accessed 2026-09-19)
API-003,api-surfaces,Create / update / archive records through the API,yes,yes,yes,yes,yes,PAP-613,planned,P1,records.* procedures with idempotency.,https://baserow.io/user-docs (accessed 2026-09-19)
API-004,api-surfaces,Schema (metadata) API,yes,yes,yes,yes,yes,PAP-332,planned,P1,Fields and views as data.,https://baserow.io/user-docs (accessed 2026-09-19)
API-005,api-surfaces,Webhooks on record change,yes,yes,yes,yes,yes,PAP-388,planned,P1,Baserow webhooks.,https://baserow.io/user-docs (accessed 2026-09-19)
API-006,api-surfaces,Inbound webhook as an automation trigger,yes,yes,yes,partial,partial,PAP-388,planned,P1,Airtable 'when a webhook is received'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
API-007,api-surfaces,MCP server exposing views to agents,partial,partial,partial,no,no,PAP-291,planned,P1,Recorded in docs/reference/surfaces.md.,https://baserow.io/user-docs (accessed 2026-09-19)
API-008,api-surfaces,WebMCP actions registry on the page,no,no,no,no,no,PAP-291,planned,P1,Org standard: every page declares its actions.,https://baserow.io/user-docs (accessed 2026-09-19)
API-009,api-surfaces,CLI for views and records,no,no,no,partial,partial,PAP-222,planned,P1,Included in the surfaces doc.,https://baserow.io/user-docs (accessed 2026-09-19)
API-010,api-surfaces,Idempotency keys on writes,no,no,no,no,no,PAP-613,planned,P1,Required for retries and offline replay.,https://baserow.io/user-docs (accessed 2026-09-19)
AUT-001,automations,Trigger: when a record is created,yes,yes,yes,yes,yes,PAP-388,planned,P1,Airtable 'When a record is created'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-002,automations,Trigger: when a record is updated,yes,yes,yes,yes,yes,PAP-388,planned,P1,Airtable 'When a record is updated'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-003,automations,Trigger: when a record matches a condition,yes,yes,yes,partial,partial,PAP-388,planned,P1,Airtable 'When a record matches conditions'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-004,automations,Trigger: when a record enters a view,yes,no,no,no,no,PAP-388,planned,P1,Airtable 'When a record enters a view'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-005,automations,Trigger: when a form is submitted,yes,yes,yes,yes,partial,PAP-388,planned,P1,Airtable 'When a form is submitted'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-006,automations,Trigger: at a scheduled time,yes,no,yes,partial,partial,PAP-388,planned,P1,Airtable scheduled trigger.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-007,automations,Trigger: when a webhook is received,yes,no,yes,yes,yes,PAP-388,planned,P1,Airtable inbound webhook trigger.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-008,automations,Action: create a record,yes,yes,yes,yes,yes,PAP-389,planned,P1,Airtable 'Create record'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-009,automations,Action: update a record,yes,yes,yes,yes,yes,PAP-389,planned,P1,Airtable 'Update record'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-010,automations,Action: find records and loop,yes,no,partial,no,no,PAP-389,planned,P1,Airtable 'Find records'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-011,automations,Action: send an email,yes,no,yes,yes,partial,PAP-389,planned,P1,Airtable 'Send an email'.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-012,automations,Action: outbound webhook / connector call,yes,yes,yes,yes,yes,PAP-389,planned,P1,connector.call with scope classes.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-013,automations,Action: run a script,paid,no,no,no,partial,PAP-389,planned,P1,Airtable 'Run a script'; PaperOS uses agent.run instead.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-014,automations,Action: delay / wait,no,no,yes,no,no,PAP-389,planned,P1,Delay step in the catalogue.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-015,automations,Conditional branch inside a run,yes,yes,yes,no,no,PAP-389,planned,P1,Branch step with FilterTree conditions.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-016,automations,"Run log with inputs, outputs and replay",yes,yes,yes,yes,partial,PAP-390,planned,P1,Airtable run history.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
AUT-017,automations,Loop guard and run quotas,yes,yes,yes,partial,partial,PAP-174,planned,P1,Airtable caps runs per month and 25 actions per automation. Umbrella owns the feature; children own the slices.,https://support.airtable.com/docs/automations-overview (accessed 2026-09-19)
HIS-001,record-history-trash,Per-record change history,yes,yes,yes,yes,yes,PAP-333,planned,P1,Baserow row change history.,https://baserow.io/user-docs (accessed 2026-09-19)
HIS-002,record-history-trash,Per-field change history,yes,yes,partial,yes,partial,PAP-333,planned,P1,Cell-level history.,https://baserow.io/user-docs (accessed 2026-09-19)
HIS-003,record-history-trash,Restore a previous field value,yes,yes,no,yes,partial,PAP-333,planned,P1,Undo from history.,https://baserow.io/user-docs (accessed 2026-09-19)
HIS-004,record-history-trash,Snapshot / restore a whole base,paid,yes,paid,yes,partial,PAP-205,planned,P1,Baserow database snapshots.,https://baserow.io/user-docs (accessed 2026-09-19)
HIS-005,record-history-trash,Trash with restore,yes,yes,yes,yes,yes,PAP-334,planned,P1,Baserow delete and recover data.,https://baserow.io/user-docs (accessed 2026-09-19)
HIS-006,record-history-trash,Restore a deleted field with its data,yes,no,no,yes,partial,PAP-334,planned,P1,Soft-deleted columns.,https://baserow.io/user-docs (accessed 2026-09-19)
HIS-007,record-history-trash,Undo toast immediately after a destructive action,yes,yes,yes,partial,partial,PAP-334,planned,P1,Shortest path back.,https://baserow.io/user-docs (accessed 2026-09-19)
HIS-008,record-history-trash,History entries carry the actor and the reason,partial,partial,partial,yes,partial,PAP-38,planned,P1,Audit reason required in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-001,schema-editing,Create a table in-app,yes,yes,yes,yes,yes,PAP-332,planned,P0,Schema editor.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-002,schema-editing,Create a field in-app,yes,yes,yes,yes,yes,PAP-332,planned,P0,Baserow create fields.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-003,schema-editing,Delete a table with restore,yes,yes,yes,yes,yes,PAP-334,planned,P0,Trash covers tables.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-004,schema-editing,Convert a field type with a backfill job,yes,yes,partial,yes,yes,PAP-340,planned,P0,Background backfill in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-005,schema-editing,Warn before a lossy conversion,partial,partial,no,partial,partial,PAP-340,planned,P0,Explicit lossiness report in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-006,schema-editing,Schema defined in code as well as in the UI,no,no,no,no,partial,PAP-991,planned,P0,defineEntity() registers code-owned datasets.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-007,schema-editing,Field and table limits documented,yes,yes,yes,yes,yes,PAP-161,planned,P0,PaperOS caps 500 fields and 100 KB per row.,https://baserow.io/user-docs (accessed 2026-09-19)
SCH-008,schema-editing,Schema change emits a domain event,no,no,no,yes,partial,PAP-555,planned,P0,Baserow webhooks cover some schema events.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-001,collaboration,Comments on a record,yes,yes,yes,yes,yes,PAP-131,planned,P1,Baserow comments and mentions.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-002,collaboration,Comment on a specific cell,no,no,no,no,no,gap,wontdo,P2,Declined for v0.1: needs a cell anchor grammar in the collab module.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-003,collaboration,Live updates without a refresh,yes,yes,yes,yes,yes,PAP-336,planned,P1,Electric shapes in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-004,collaboration,Presence: who is viewing this view,yes,yes,yes,partial,partial,PAP-141,planned,P1,Avatar stack on the view header.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-005,collaboration,Cell-level presence / cursors,yes,no,no,no,no,PAP-143,planned,P1,Suggested to the realtime project.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-006,collaboration,Concurrent edit conflict handling,yes,yes,yes,partial,partial,PAP-992,planned,P1,ConflictBoundary mounted by grid and record pages.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-007,collaboration,In-product annotation and bug filing by testers,no,no,no,no,no,PAP-79,planned,P1,Org standard: annotate the product itself.,https://baserow.io/user-docs (accessed 2026-09-19)
CLB-008,collaboration,Share a deep link to a specific record and field,yes,yes,yes,partial,partial,PAP-333,planned,P1,Deep link with focus.,https://baserow.io/user-docs (accessed 2026-09-19)
SRC-001,search,Search within the current view,yes,yes,yes,yes,yes,PAP-618,planned,P1,SearchBox in the toolbar.,https://nocodb.com/docs/product-docs/views/views-overview (accessed 2026-09-19)
SRC-002,search,Highlight matches in the grid,yes,yes,yes,yes,yes,PAP-629,planned,P1,Match navigation.,https://baserow.io/user-docs (accessed 2026-09-19)
SRC-003,search,Jump between matches,yes,no,yes,yes,partial,PAP-629,planned,P1,Next / previous match.,https://baserow.io/user-docs (accessed 2026-09-19)
SRC-004,search,Find and replace within a view,yes,no,no,no,no,PAP-629,planned,P1,Airtable ships find and replace.,https://baserow.io/user-docs (accessed 2026-09-19)
SRC-005,search,Cross-dataset global search,yes,yes,yes,yes,yes,PAP-207,planned,P1,Owned by the search project.,https://baserow.io/user-docs (accessed 2026-09-19)
MOB-001,mobile-offline,Usable grid at 360 px width,partial,partial,partial,partial,partial,PAP-165,planned,P1,Org standard: 360 to 3840 px. Umbrella owns the feature; children own the slices.,https://baserow.io/user-docs (accessed 2026-09-19)
MOB-002,mobile-offline,Native mobile app,yes,yes,yes,no,no,gap,wontdo,P2,Declined for v0.1: PaperOS ships responsive web first.,https://baserow.io/user-docs (accessed 2026-09-19)
MOB-003,mobile-offline,Offline read of a cached view,yes,yes,yes,no,no,PAP-272,planned,P1,Local-first sync layer.,https://baserow.io/user-docs (accessed 2026-09-19)
MOB-004,mobile-offline,Offline edits queued and replayed,yes,partial,partial,no,no,PAP-272,planned,P1,Requires idempotency keys.,https://baserow.io/user-docs (accessed 2026-09-19)
MOB-005,mobile-offline,Conflict resolution UX after reconnect,partial,partial,partial,no,no,PAP-992,planned,P1,ConflictBoundary.,https://baserow.io/user-docs (accessed 2026-09-19)
MOB-006,mobile-offline,uuidv7 ids and updated_at on every row,no,no,no,partial,partial,PAP-161,planned,P1,Multiplayer-ready data from day one.,https://baserow.io/user-docs (accessed 2026-09-19)
A11-001,accessibility-i18n,role=grid semantics with row/column announcements,partial,partial,partial,partial,partial,PAP-152,planned,P1,No vendor documents full grid semantics.,https://baserow.io/user-docs (accessed 2026-09-19)
A11-002,accessibility-i18n,Keyboard reachable for every action,partial,partial,partial,partial,partial,PAP-152,planned,P1,Org standard: nothing hover-only or drag-only.,https://baserow.io/user-docs (accessed 2026-09-19)
A11-003,accessibility-i18n,Screen-reader announcement on filter and sort change,no,no,no,no,no,PAP-152,planned,P1,Live region on the toolbar.,https://baserow.io/user-docs (accessed 2026-09-19)
A11-004,accessibility-i18n,Colour is never the only signal,partial,partial,partial,partial,partial,PAP-626,planned,P1,Conditional formatting adds an icon or label.,https://baserow.io/user-docs (accessed 2026-09-19)
A11-005,accessibility-i18n,UI language toggle (English / Spanish),yes,yes,yes,yes,yes,PAP-64,planned,P1,Org standard: no hard-coded UI strings.,https://baserow.io/user-docs (accessed 2026-09-19)
A11-006,accessibility-i18n,RTL layout for grids,partial,yes,partial,partial,partial,PAP-341,planned,P1,Round-4 amendment covers RTL frozen columns.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-001,performance-limits,100k rows in one view without pagination stalls,partial,partial,partial,yes,yes,PAP-337,planned,P0,PaperOS benches 100k rows.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-002,performance-limits,Server-side pagination for large views,yes,yes,yes,yes,yes,PAP-335,planned,P0,Keyset cursors in PaperOS.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-003,performance-limits,p95 latency budget published for view queries,no,no,no,no,no,PAP-242,planned,P0,Added to the performance budgets.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-004,performance-limits,Indexes created for filtered and sorted fields,no,no,no,yes,yes,PAP-337,planned,P0,Baserow field indexes.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-005,performance-limits,Conformance suite a swapped implementation must pass,no,no,no,no,no,PAP-486,planned,P0,Module system requirement.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-006,performance-limits,Contract package other modules import,no,no,no,no,no,PAP-483,planned,P0,@paperos/contract-tables v0.1.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-007,performance-limits,Module registered behind a registry with a feature flag,no,no,no,no,no,PAP-489,planned,P0,Swap playbook.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-008,performance-limits,Demo route per view kind with a deterministic seed,no,no,no,no,no,PAP-615,planned,P0,Cold-session onboarding.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-009,performance-limits,Written extension guide for adding a kind or type,no,no,no,partial,partial,PAP-631,planned,P0,Baserow and NocoDB have developer docs.,https://baserow.io/user-docs (accessed 2026-09-19)
PRF-010,performance-limits,Parity tracking kept current as a checked artefact,no,no,no,no,no,PAP-162,in_progress,P0,"This checklist, validated in CI.",https://baserow.io/user-docs (accessed 2026-09-19)
BLK-008,bulk-edit,Find duplicate records and merge them,paid,no,no,no,no,PAP-632,planned,P2,Airtable Dedupe extension; deferred to v0.2 in PaperOS.,https://support.airtable.com/docs/getting-started-with-airtable-views (accessed 2026-09-19)
SHR-013,sharing,Email or post a view export on a schedule,paid,no,yes,no,no,PAP-639,planned,P2,ClickUp scheduled dashboard emails; deferred to v0.2.,https://clickup.com/features/views (accessed 2026-09-19)
